id,source_date_accessed,,source_id,short_title,author,year,genre,gender,translator,title,place,fromat,catalogue,notes
67,GARSIDE1800-1829,20100817,1800A067,Mary-Jane,Richard SICKELMORE,1800,?|potgoth,Male,,"MARY-JANE. A NOVEL. IN TWO VOLUMES. BY RICHARD SICKELMORE, AUTHOR OF EDGAR, OR THE PHANTOM OF THE CASTLE, AGNES AND LEONORA; &C. &C","London:                     Printed for the Author, at the Minerva-Press, by William Lane, Leadenhall Street, 1800","2 vols (I 229p, ill.; II 235p). 12&deg;",Corvey; CME 3-628-48691-2; EM 7474: 1; EN2 1800: 68; ESTC t127132; OCLC 7073699,Frank (Item 428) gives a synopsis
1005,GARSIDE1800-1829,20100817,1812A056,Knight Daemon and Robber Chief,George SOANE,1812,?|potgoth,Male,,KNIGHT DAEMON AND ROBBER CHIEF. BY GEORGE SOANE,"London:                     Sherwood, Neely, and Jones, 1812",1 vol.  12&deg;,No copy located; ECB 548; EN2 1812: 56; xNSTC; xOCLC,"Blakey places under 1804, but copy not seen by her"
441,GARSIDE1800-1829,20100817,1805A070,"Witcheries of Craig Isaf, The",William Frederick WILLIAMS,1805,?|potgoth,Male,,"THE WITCHERIES OF CRAIG ISAF. IN TWO VOLUMES. BY WILLIAM FREDERICK WILLIAMS, AUTHOR OF TALES OF AN EXILE, THE WORLD WE LIVE IN, &C. &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1805",2 vols (I 272p; II 260p). 12&deg;,Corvey; CME 3-628-48967-9; ECB 640; EN2 1805: 69; xNSTC; xOCLC,"Introductory Address 'to the Courteous Reader' signed 'the Editor', Edinburgh, 10 July 1823. Dedication to John Wilson"
1758,GARSIDE1800-1829,20100817,1823A086,"Fire-Eater, The",James WILSON,1823,?|potgoth,Male,,THE FIRE-EATER,"Edinburgh:                     John Anderson, jun., 55, North Bridge Street; and Simpkin & Marshall, London, 1823","1 vol.  (xi, 368p). 12&deg;",Corvey; CME 3-628-47606-2; ECB 206; EN2 1823: 86; NSTC 2W25420; OCLC 13357646,"No German original discovered. Colophon reads: 'T. Garland, Printer, Battle, Sussex'. 'The first book printed at Battle?' (BLPC); but compare <a href=""titleDetails.asp?title=1816A035""><i>Melmoth House</i></a> (EN2 1816: 36). Collates in sixes"
1403,GARSIDE1800-1829,20100817,1819A031,"Necromancer, The",,1819,?|potgoth,Male,,"THE NECROMANCER. COMPRISING A SERIES OF WONDERFUL EVENTS, FOUNDED ON FACT. TRANSLATED FROM A NEW GERMAN WORK, BY T. DUTTON, ESQ","London:                     Printed and published by T. Garland, 1819",1 vol.  (119p). 12&deg;,BL 1077.d.52; EN2 1819: 32; NSTC 2D23815; xOCLC,"Trans. of <i>Angelion, der Zauberer in Elis</i> (Berlin, 1798&ndash;1800). 'List of Subscribers', vol. 1, pp. [v]&ndash;xii"
1214,GARSIDE1800-1829,20100817,1816A018,Angelion,Karl Friederich von BENKOWITZ,1816,?|potgoth|romance,Male,Maria GEISWEILER,"ANGELION, OR THE WIZARD IN ELIS. A ROMANCE. TAKEN FROM THE GERMAN, BY MARIA DE GEISWEILER. IN THREE VOLUMES","London:                     Published by Sherwood, Neely, and Jones, Paternoster-Row; and Tabart and Co. 85, Piccadilly, 1816","3 vols (I xii, 211p; II 191p; III 208p). 12&deg;",BL 12554.bbb.17; ECB 224; EN2 1816: 18; NSTC 2G4208; xOCLC,"Dedication to Lady Caroline Lamb. 'Prefatory Address' dated London, May 1824"
1793,GARSIDE1800-1829,20100817,1824A034,Rosalviva,Grenville FLETCHER,1824,?|potgoth|romance,Male,,"ROSALVIVA, OR THE DEMON DWARF! A ROMANCE. BY GRENVILLE FLETCHER, ESQ. AUTHOR OF ""RHODOMALDI,"" &C. IN THREE VOLUMES","London:                     Matthew Iley, Somerset Street, Portman Square, 1824",3 vols (I 206p; II 261p; III 248p). 12&deg;,Corvey; CME 3-628-47605-4; ECB 208; EN2 1824: 34; NSTC 2F8398; OCLC 45341191,
1798,GARSIDE1800-1829,20100817,1824A039,"Witch-Finder, The",Thomas GASPEY,1824,?|potgoth|romance,Male,,"THE WITCH-FINDER; OR, THE WISDOM OF OUR ANCESTORS. A ROMANCE. BY THE AUTHOR OF ""THE LOLLARDS,"" ""OTHER TIMES,"" ""CALTHORPE,"" &C. IN THREE VOLUMES","London:                     Printed for Longman, Hurst, Rees, Orme, Brown, and Green, Paternoster-Row, 1824","3 vols (I xi, 392p; II 350p; III 366p). 12&deg;",Corvey; CME 3-628-48972-5; ECB 644; EN2 1824: 39; NSTC 2G3304; OCLC 2395181,
262,GARSIDE1800-1829,20100817,1803A045,"German Sorceress, The",Mr LYTTLETON,1803,?|potgoth|romance,Male,,THE GERMAN SORCERESS. A ROMANCE. IN THREE VOLUMES. BY MR. LYTTLETON,"London:                     Printed at the Minerva-Press, for Lane and Newman, Leadenhall-Street, 1803",3 vols (I 240p; II 260p; III 256p). 12&deg;,Corvey; CME 3-628-48073-6; ECB 357; EN2 1803: 44; xNSTC; xOCLC,Originally published New York 1823 (OCLC)
1824,GARSIDE1800-1829,20100817,1824A065,"Spectre of the Forest, The",James MACHENRY,1824,?|potgoth|romance,Male,,"THE SPECTRE OF THE FOREST; OR, ANNALS OF THE HOUSATONIC. A NEW-ENGLAND ROMANCE. IN THREE VOLUMES. BY SOLOMON SECONDSIGHT, AUTHOR OF THE WILDERNESS, &C","London:                     Printed for A. K. Newman and Co. Leadenhall-Street, 1824","3 vols (I xxiv, 244p; II 236p; III 250p). 12&deg;",Corvey; CME 3-628-48631-9; ECB 553; EN2 1824: 64; NSTC 2M4786; xOCLC,
200,GARSIDE1800-1829,20100817,1802A044,"White Knight, The",Theodore MELVILLE,1802,?|potgoth|romance,Male,,"THE WHITE KNIGHT, OR THE MONASTERY OF MORNE. A ROMANCE. IN THREE VOLUMES. BY THEODORE MELVILLE, ESQ","London:                     Printed, at the Oriental Press, by Wilson & Co. for Crosby and Letterman, Stationers Court, Ludgate-Street, 1802","3 vols (I iv, 223p; II 182p; III 262p). 12&deg;",Corvey; CME 3-628-48057-4; ECB 379; EN2 1802: 44; xNSTC; OCLC 52810973,"R. Noble, Printer, Old Bailey' below imprint date. Treated as anonymous in ESTC and NUC: the title however apparently links with <a href=""titleDetails.asp?title=1805A073""><i>Men and Women</i></a> (see EN2 1805: 72), which is attributed to the Revd Mr Wyndham by Summers. However, see <a href=""../guide/update1.html"">EN2 Update 1</a>, under 1808: 18 for a possible connection with Orton Smith"
80,GARSIDE1800-1829,20100817,1800A080,Tourville,Revd WYNDHAM,1800,?|potgoth|romance,Male,,"TOURVILLE: OR, THE MYSTERIOUS LOVER: A SENTIMENTAL NOVEL, IN TWO VOLUMES","London:                     Printed for Crosby and Letterman, Stationers Court, Paternoster-Row, 1800","2 vols (I iv, 184p; II 184p). 12&deg;",Corvey; CME 3-628-48764-1; EM 1493: 21; EN2 1800: 79; ESTC n013717; xOCLC,"Trans. of <i>Der BrautkuÃ_Ã´ auf dem Grabe, oder die Trauung um Mitternacht in der Kirche zu Mariengarten</i> (Rudolstadt/Arnstadt, 1801). Notice, dated 20 Mar 1802, in which the author/translator apologizes 'for the inaccuracies which may be found in the first volume of this work; also for the delay in publication; owing to some very unpleasant occurrences at the printing-office where it was first began, and from which it was necessary to remove it to another for its completion'. List of Subscribers, vol. 1, pp. [v]&ndash;xii. Variant imprint on t.p. of vol. 2 reads: 'London: Printed by Evans & Ruffy, 27, Leadenhall Street; [etc.]'"
169,GARSIDE1800-1829,20100817,1802A013,"Bride's Embrace on the Grave, The",Ignaz Ferdinand ARNOLD,1802,?|probgoth,Male,Maria GEISWEILER,"THE BRIDE'S EMBRACE ON THE GRAVE: OR, THE MIDNIGHT WEDDING IN THE CHURCH OF MARIENGARTEN. IN TWO VOLUMES. TAKEN FROM THE GERMAN, BY MARIA GEISWEILER","London:                     Printed by G. Sidney, Black-Horse-Court, Fleet Street; for Constantine Geisweiler, No. 42, Parliament Street, Westminster; and sold by all Booksellers in Town and Country, 1802","2 vols (I xii, 180p; II 242p). 12&deg;",BL C.192.a.201; ECB 224; EN2 1802: 15; xNSTC; xOCLC,"Dedication 'to Mrs. Watson, Poets' Corner, Westminster', and signed 'No. 1 Bury Street, Bloomsbury Square, Jan. 10, 1801'. Preface, vol. 1, pp. [v]&ndash;viii, states of the author: 'He sent his<i> Ethelwina</i> into the world as an orphan, whose father feared to acknowledge it, and under his Christian appellation of HORSLEY. The public have fostered it; and now, with some degree of pride, he can claim it as his own by his <i>surname</i> of CURTIES' (p. v)"
103,GARSIDE1800-1829,20100817,1801A021,Ancient Records,T. J. Horsley CURTIES,1801,?|abbey,Male,,"ANCIENT RECORDS, OR, THE ABBEY OF SAINT OSWYTHE. A ROMANCE. IN FOUR VOLUMES. BY T. J. HORSLEY CURTIES, AUTHOR OF ETHELWINA, OR THE HOUSE OF FITZ-AUBURNE","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1801","4 vols (I viii, 408p, ill.; II 396p; III 350p; IV 319p). 12&deg;",BL 1578/3545; CME 3-628-47383-7; ECB 148; EN2 1801: 19; NSTC C4586; OCLC 6702190,Dedication 'to the Right Honourable Lady Charlotte Lennox'
437,GARSIDE1800-1829,20100817,1805A066,Rashleigh Abbey,Richard SICKELMORE,1805,?|abbey,Male,,"RASHLEIGH ABBEY; OR, THE RUIN ON THE ROCK. A ROMANCE. IN THREE VOLUMES. BY RICHARD SICKELMORE, AUTHOR OF RAYMOND; MARY-JANE; AGNES AND LEONORA; EDGAR, OR THE PHANTOM OF THE CASTLE, &C. &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1805","3 vols (I vii, 244p; II 260p; III 239p). 12&deg;",Corvey; CME 3-628-48693-9; ECB 537; EN2 1805: 65; xNSTC; xOCLC,"Frontispiece, depicting different scenes in Gothic mode from the novel, at the beginning of each vol. Imprint on t.p. of vols 2 and 3, instead of that of the Minerva Press, reads: 'Dublin: Printed by Brett Smith, Mary-Street, 1817'. Another copy (IU 823.A1272) has all 3 t.ps. as vol. 1 in this copy (i.e. A. K. Newman). Copy at National Library of Ireland (J823), again with Newman imprint in all vols, has 'By Nugent Bell, Esq.' in vol. 2 only, immediately after the title (for further commentary, see <a href=""../guide/update1.html"">EN2 Update 1</a>)"
1268,GARSIDE1800-1829,20100817,1817A013,Alexena,Nugent BELL,1817,?|castle,Male,,"ALEXENA; OR, THE CASTLE OF SANTA MARCO, A ROMANCE, IN THREE VOLUMES. EMBELLISHED WITH ENGRAVINGS","London:                     Printed at the Minerva Press, for A. K. Newman and Co. Leadenhall-St., 1817","3 vols (I 287p, ill.; II 300p, ill.; III 219p, ill.). 12&deg;",ViU PZ2.A445.1817; EN2 1817: 13; xNSTC; OCLC 6617541,"Dedication 'to the Right Honourable W. Windham, M.P.'"
467,GARSIDE1800-1829,20100817,1806A020,Secrets of the Castle,David CAREY,1806,?|castle,Male,,"SECRETS OF THE CASTLE; OR, THE ADVENTURES OF CHARLES D'ALMAINE. IN TWO VOLUMES. BY D. CAREY, AUTHOR OF THE PLEASURES OF NATURE, REIGN OF FANCY, &C","London:                     Printed by J. Swan, 76, Fleet Street, for B. Crosby and Co. Stationers' Court, Paternoster Row, 1806",2 vols (I 215p; II 212p). 12&deg;,Corvey; CME 3-628-47213-X; EN2 1806: 22; xNSTC; xOCLC,
1620,GARSIDE1800-1829,20100817,1822A030,Rhodomaldi,Grenville FLETCHER,1822,?|castle,Male,,"RHODOMALDI; OR, THE CASTLE OF ROVEGGIANO! A ROMANCE. IN THREE VOLUMES","London:                     J. C. Spence, 32, Euston Street, Euston Square, and 218, High Holborn, 1822",3 vols (I 254p; II 233p; III 220p). 12&deg;,Corvey; CME 3-628-48569-X; ECB 491; EN2 1822: 31; xNSTC; xOCLC,ESTC notes pp. iv and 178 misnumbered v and 78; this is matched by the Corvey copy
36,GARSIDE1800-1829,20100817,1800A036,"Castle of Eridan, The",Giuseppe A. GRAGLIA,1800,?|castle,Male,,"THE CASTLE OF ERIDAN: OR, THE ENTERTAINING AND SURPRISING HISTORY OF THE VALIANT DON ALVARES, AND THE BEAUTIFUL EUGENIA, DUCHESS OF SAVOY. BY G. A. GRAGLIA","London:                     Printed by H. Baldwin and Son, New Bridge-Street; and sold by T. Hurst, Paternoster-Row, Lackington and Co. Finsbury-Square; Boosey, No. 4, Broad-Street; Vernor and Hood, Poultry; J. Wright, Piccadilly; W. Miller, Old Bond-Street; and all the principal Booksellers in London, 1800","1 vol.  (viii, 248p). 12&deg;",Corvey; CME 3-628-47792-1; ECB 238; EM 7091: 6; EN2 1800: 37; ESTC t073519; OCLC 42206855,Pagination at the end of vol. 2 incorporates 4 pp. list of 'Books now publishing by B. and R. Crosby and Co.'; the text of the novel ends at p. 352
1112,GARSIDE1800-1829,20100817,1814A032,Pierre and Adeline,D. F. HAYNES,1814,?|castle,Male,,"PIERRE AND ADELINE; OR THE ROMANCE OF THE CASTLE. IN TWO VOLUMES. BY D. F. HAYNES, ESQ","London:                     Printed for B. and R. Crosby and Co. Stationers' Court, 1814",2 vols (I 355p; II 356p). 12&deg;,"Cornell University, PR.4769.H2.P5; ECB 260; EN2 1814: 30; xNSTC; xOCLC","Adv. at end of <a href=""titleDetails.asp?title=1820A037""><i>Fatherless Rosa</i></a> (EN2 1820: 37) describes this title as 'completed in Thirty-four numbers, price sixpence each'. Collates in fours"
1481,GARSIDE1800-1829,20100817,1820A036,"Brothers, The",Robert HUISH,1820,?|castle,Male,,"THE BROTHERS; OR THE CASTLE OF NIOLO. A ROMANCE. BY ROBERT HUISH ESQ. AUTHOR OF ""KELLY'S CELEBRATED MEMOIRS OF HER LATE ROYAL HIGHNESS PRINCESS CHARLOTTE;""&#8212;""THE PERUVIANS, A POEM;""&#8212;""A TREATISE ON THE MANAGEMENT OF BEES;""&#8212;""FERNEY CASTLE;"" &C. &C","London:                     Published by William Emans, Nos. 1 and 2, Peacock Street, Newington, 1820","2 vols (I iv, 393p, ill.; II 413p, ill.). 8&deg;",BL 012611.l.20; EN2 1820: 36; NSTC 2H35867; OCLC 17398832,"Trans. of <i>MÃ_Â©moires du marquis de Solanges</i> (Amsterdam, 1766). List of Subscribers, vol. 1, pp. [iii]&ndash;x"
255,GARSIDE1800-1829,20100817,1803A038,Kerwald Castle,Jean-Auguste JULLIEN,1803,?|castle,Male,Mrs BARNBY,"KERWALD CASTLE, OR, MEMOIRS OF THE MARQUIS DE SOLANGES. IN TWO VOLUMES: TRANSLATED FROM THE FRENCH, BY MRS. BARNBY, AUTHOR OF THE ROCK; OR, ALFRED AND ANNA: A SCOTTISH TALE","Maidstone:                     Printed for the Author by D. Chalmers, and sold by Wilkie, Symonds, and Hurst, Paternoster Row, London, n.d. [1803]","2 vols (I x, 192p; II 190p). 12&deg;",BL N.1899; EN2 1803: 37; NSTC J1215; xOCLC,"Robert Huish later apparently claimed this title as his own: see <a href=""titleDetails.asp?title=1820A036""><i>The Brothers</i></a> (EN2 1820: 36)"
837,GARSIDE1800-1829,20100817,1810A059,"Mysteries of Ferney Castle, The",George LAMBE,1810,?|castle,Male,,"THE MYSTERIES OF FERNEY CASTLE; A ROMANCE OF THE SEVENTEENTH CENTURY. IN FOUR VOLUMES. BY G. LAMBE, ESQ","London:                     Printed for Henry Colburn, English and Foreign Library, Conduit-Street, Bond-Street, 1810",4 vols (I 214p; II 264p; III 250p; IV 268p). 12&deg;,Corvey; CME 3-628-47896-0; ECB 327; EN2 1810: 58; xNSTC; OCLC 6893100,"Trans. of <i>Le chateau de Duncam, ou l'homme invisible</i> (Paris, 1800). Summers attributes to Pigault-Lebrun, but Blakey questions this authorship"
48,GARSIDE1800-1829,20100817,1800A048,"Invisible Man, The",Michel-Th&#233;odore LECLERCQ,1800,?|castle,Male,,"THE INVISIBLE MAN, OR DUNCAM CASTLE. IN TWO VOLUMES. FROM THE FRENCH","London:                     Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800",2 vols (I 227p; II 215p). 12&deg;,BL C.192.a.173; EN2 1800: 50; ESTC t226755; xOCLC,
494,GARSIDE1800-1829,20100817,1806A047,"Castle of Berry Pomeroy, The",Edward MONTAGUE,1806,?|castle,Male,,"THE CASTLE OF BERRY POMEROY. A NOVEL. IN TWO VOLUMES. BY EDWARD MONTAGUE, AUTHOR OF MONTONI, OR THE CONFESSIONS OF THE MONK OF ST. BENEDICT, &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1806",2 vols (I 296p; II 320p). 12&deg;,Corvey; CME 3-628-48268-2; ECB 392; EN2 1806: 48; NSTC M29115; xOCLC,"Preface to 'Henry Bankes, Esq. M.P.', dated London, Nov 1823"
1835,GARSIDE1800-1829,20100817,1824A076,Corfe Castle,John Fitzgerald PENNIE,1824,?|castle,Male,,CORFE CASTLE; OR KENESWITHA,"London:                     Hurst, Robinson & Co. 90, Cheapside, and 8, Pall-Mall, 1824","1 vol.  (vii, 434p, ill.). 8&deg;",Corvey; CME 3-628-47439-6; ECB 136; EN2 1824: 75; NSTC 2P10392; OCLC 2845068,
60,GARSIDE1800-1829,20100817,1800A060,"Spirit of the Castle, The",William Charles PROBY,1800,?|castle,Male,,"THE SPIRIT OF THE CASTLE, A ROMANCE. IN TWO VOLUMES. BY WILLIAM CHARLES PROBY, AUTHOR OF THE MYSTERIOUS SEAL, &C","London:                     Printed by J. W. Myers, No 2, Paternoster-Row, for Crosby and Letterman, Stationer's Court, Paternoster-Row, 1800",2 vols (I 264p; II 221p). 12&deg;,Corvey; CME 3-628-48400-6; EN2 1800: 61; ESTC n037353; xOCLC,"Trans. of <i>Le chÃ_Â¢teau des Tuileries</i> (Paris, 1802)"
279,GARSIDE1800-1829,20100817,1803A062,"Castle of the Tuileries, The",Pierre Joseph Alexis ROUSSEL,1803,?|castle,Male,Francis LATHOM,"THE CASTLE OF THE TUILERIES: OR, A NARRATIVE OF ALL THE EVENTS WHICH HAVE TAKEN PLACE IN THE INTERIOR OF THAT PALACE, FROM THE TIME OF ITS CONSTRUCTION TO THE EIGHTEENTH BRUMAIRE OF THE YEAR VIII. TRANSLATED FROM THE FRENCH, BY FRANCIS LATHOM. IN TWO VOLUMES","London:                     Printed for T. N. Longman and O. Rees, Paternoster-Row, 1803","2 vols (I xii, 367p; II vi, 392p). 8&deg;",BL 1560/336; ECB 100; EN2 1803: 62; NSTC R1773; OCLC 2908888,
561,GARSIDE1800-1829,20100817,1807A042,"Benevolent Monk, The",Theodore MELVILLE,1807,?|castle|monk,Male,,"THE BENEVOLENT MONK; OR, THE CASTLE OF OLALLA. A ROMANCE. IN THREE VOLUMES. BY THEODORE MELVILLE, ESQ. AUTHOR OF THE WHITE KNIGHT, OR THE MONASTERY OF MOURNE","London:                     Printed for B. Crosby & Co. Stationers'-Court, Paternoster Row, 1807",3 vols (I 288p; II 295p; III 344p). 12&deg;,Corvey; CME 3-628-48055-8; ECB 379; EN2 1807: 43; NSTC M2019; xOCLC,
