id,source,source_date_accessed,source_id,short_title,author,year,genre,gender,translator,title,publication,format,catalogue_numbers,notes,further_editions
801,GARSIDE1800-1829,20100817,1810A023,"Irishmen, The",Lieut ARNOLD,1810,?|ir,Male,,"THE IRISHMEN; A MILITARY-POLITICAL NOVEL, WHEREIN THE IDIOM OF EACH CHARACTER IS CAREFULLY PRESERVED, AND THE UTMOST PRECAUTION CONSTANTLY TAKEN TO RENDER THE EBULLITIONARY PHRASES, PECULIAR TO THE SONS OF ERIN, INOFFENSIVE AS WELL AS ENTERTAINING. IN TWO VOLUMES. BY A NATIVE OFFICER","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman and Co.) Leadenhall-Street, 1810","2 vols (I xiii, 254p; II 243p). 12&deg;",BL 12612.aaa.35; EN2 1810: 22; NSTC I485; OCLC 45067235,Dedication to Mrs Edwin,
816,GARSIDE1800-1829,20100817,1810A038,"Romance of the Highlands, The",Peter Middleton DARLING,1810,?|romance,Male,,THE ROMANCE OF THE HIGHLANDS. BY PETER MIDDLETON DARLING. IN TWO VOLUMES,"Edinburgh:                     Printed by George Ramsay and Co. for the Author; and sold by Peter Hill and J. Sutherland, Edinburgh; and Longman, Hurst, Rees, and Orme, London, 1810","2 vols (I x, 200p; II 244p). 12&deg;",Corvey; CME 3-628-47421-3; ECB 152; EN2 1810: 37; NSTC D306; OCLC 53057419,"List of 'Subscribers', vol. 1, pp. [iii]&ndash;x. Collates in sixes",
821,GARSIDE1800-1829,20100817,1810A043,"Bravo's Son, The",Witham FARROW,1810,?|romance,Male,,"THE BRAVO'S SON; OR, THE CHIEF OF ST. MALDO, A ROMANCE. INTERSPERSED WITH POETRY. IN TWO VOLUMES. BY WITHAM FARROW, AUTHOR OF SEVERAL FUGITIVE PIECES","London:                     Printed by J. Dean, 57. Wardour Street, Soho. For George Hughes, 221, Tottenham-Court-Road, near Store-Street; sold by Sherwood, Neeley, and Jones, Paternoster-Row, 1810","2 vols (I 24, 195p; II 156p). 12&deg;",BL 12612.bb.7; EN2 1810: 43; NSTC F283; xOCLC,,
840,GARSIDE1800-1829,20100817,1810A062,"Grey Friar, The",George LIPSCOMB,1810,?|romance,Male,,"THE GREY FRIAR, AND THE BLACK SPIRIT OF THE WYE: A ROMANCE. IN TWO VOLUMES. BY JOHN ENGLISH, ESQ. OF BLACKWOOD HALL","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, and Co.) Leadenhall-Street, 1810",2 vols (I 276p; II 299p). 12&deg;,Corvey; CME 3-628-47568-6; ECB 188; EN2 1810: 42; NSTC E1008; OCLC 45117420,"For attribution to George Lipscomb (1773&ndash;1846), and commentary on the pseudonym John English, see EN2 Updates <a href=""../guide/update1.html"">1</a> and <a href=""../guide/update2.html"">2</a>",
779,GARSIDE1800-1829,20100817,1810A001,Mac Dermot,John AGG,1810,?|scott,Male,,"MAC DERMOT; OR, THE IRISH CHIEFTAIN. A ROMANCE, INTENDED AS A COMPANION TO THE SCOTTISH CHIEFS. BY JOHN AGG. IN THREE VOLUMES","London:                     Printed by J. Dean, 57, Wardour Street, Soho. For George Shade, 26, Princes Street, Cavendish Square. Sold by Sherwood, Neely, and Jones, Paternoster-Row, 1810",3 vols (I 228p; II 230p; III 227p). 12&deg;,Corvey; CME 3-628-47024-2; EN2 1810: 20; xNSTC; xOCLC,"The last three pages of vol. 2 are mistakenly numbered 128&ndash;130. Adv. facing t.p. of vol. 1 for (as 'In the Press') 'Craniology' or, a Dissertation upon Skulls', by Patrick Pericranium, Esq",
831,GARSIDE1800-1829,20100817,1810A053,"Assassin of St Glenroy, The",Anthony Frederick HOLSTEIN,1810,?|we,Male,,"THE ASSASSIN OF ST. GLENROY; OR, THE AXIS OF LIFE. A NOVEL. IN FOUR VOLUMES. BY ANTHONY FREDERICK HOLSTEIN, AUTHOR OF SIR OWEN GLENDOWR, &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, & Co.) Leadenhall-Street, 1810","4 vols (I xv, 218p; II 227p; III 241p; IV 300p). 12&deg;",Corvey; CME 3-628-47783-2; EN2 1810: 52; NSTC H2273; xOCLC,,
863,GARSIDE1800-1829,20100817,1810A085,Tales of Yore,,1810,a,Male,,TALES OF YORE. IN THREE VOLUMES,"London:                     Printed for J. Mawman, 22, Poultry, 1810","3 vols (I iv, 336p; II iv, 340p; III iv, 345p). 12&deg;",Corvey; CME 3-628-52308-7; ECB 576; EN2 1810: 83; NSTC T414; OCLC 7104921,"20 tales in all, from different foreign languages",
855,GARSIDE1800-1829,20100817,1810A077,Zastrozzi,Percy Bysshe SHELLEY,1810,goth,Male,,"ZASTROZZI, A ROMANCE. BY P. B. S","London:                     Printed for G. Wilkie and J. Robinson, 57, Paternoster Row, 1810",1 vol.  (252p). 12&deg;,Corvey; CME 3-628-48997-0; ECB 654; EN2 1810: 76; NSTC S1642; OCLC 3171405,,
887,GARSIDE1800-1829,20100817,1811A018,"Metropolis; or, a Cure for Gaming, The",Eaton Stannard BARRETT,1811,?,Male,,"THE METROPOLIS; OR, A CURE FOR GAMING. INTERSPERSED WITH ANECDOTES OF LIVING CHARACTERS IN HIGH LIFE. IN THREE VOLUMES. BY CERVANTES HOGG, ESQ. AUTHOR OF THE RISING SUN, THE SETTING SUN, &C. &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, and Co.) Leadenhall-Street, 1811",3 vols (I 218p; II 248p; III 259p). 12&deg;,Corvey; CME 3-628-47700-X; EN2 1811: 18; NSTC B671; OCLC 26637294,"A different work from <a href=""titleDetails.asp?title=1819A013""><i>The Metropolis. A Novel</i></a> (EN2 1819: 13). ECB 383 lists Newman edn, June 1822; but not discovered in this form",
891,GARSIDE1800-1829,20100817,1811A022,"Philosophical Wanderers, The",John BIGLAND,1811,?,Male,,"THE PHILOSOPHICAL WANDERERS; OR, THE HISTORY OF THE ROMAN TRIBUNE, AND THE PRIESTESS OF MINERVA: EXHIBITING THE VICISSITUDES THAT DIVERSIFY THE FORTUNES OF NATIONS AND INDIVIDUALS. BY JOHN BIGLAND, AUTHOR OF ""THE HISTORICAL AND GEOGRAPHICAL VIEW OF THE WORLD;"" ""LETTERS ON ANCIENT AND MODERN HISTORY,"" &C. &C","London:                     Printed for Longman, Hurst, Rees, Orme and Brown, Paternoster-Row; Vernor, Hood and Sharpe, Poultry; and James Cundee, Ivy-Lane, 1811","1 vol.  (xii, 286p). 12&deg;",BL 12614.d.5; ECB 56; EN2 1811: 21; NSTC B2895; OCLC 27690899,,
896,GARSIDE1800-1829,20100817,1811A027,"Heroine of Almeida, The",Dr CAMPBELL,1811,?,Male,,"THE HEROINE OF ALMEIDA, A NOVEL: FOUNDED ON FACTS, RELATING TO THE CAMPAIGNS IN SPAIN AND PORTUGAL, UNDER LORD WELLINGTON, AND GENERAL BERESFORD. BY DR. CAMPBELL, AUTHOR OF ""THE FEMALE MINOR"", &C. &C","Dublin:                     Printed by J. Charles, No. 49, Mary-Street, 1811","1 vol.  (v, 145p). 12&deg;",Dt OLS 186.o.34; EN2 1811: 26; xNSTC; OCLC 40997226,"A Prefatory Address to the Reader', pp. [iii]&ndash;v, clearly presents this as a novel",
897,GARSIDE1800-1829,20100817,1811A028,Beauford,Henry CARD,1811,?,Male,,"BEAUFORD: OR, A PICTURE OF HIGH LIFE. BY HENRY CARD, M.A. OF PEMBROKE COLLEGE, OXFORD. IN TWO VOLUMES","London:                     Printed for F. C. and J. Rivington, No. 62, St. Paul's Church-Yard; by Law and Gilbert, St. John's-Square, Clerkenwell, 1811","2 vols (I vii, 325p; II 312p). 8&deg;",Corvey; CME 3-628-47212-1; ECB 97; EN2 1811: 27; NSTC C587; OCLC 30642121,"Dedication 'to Henry David Erskine, Esq.', dated Chapel Hill, near Margate, Oct 1811",
904,GARSIDE1800-1829,20100817,1811A035,Frederick de Montford,Edward GOULBURN,1811,?,Male,,FREDERICK DE MONTFORD. A NOVEL. IN THREE VOLUMES. BY THE AUTHOR OF THE PURSUITS OF FASHION,"London:                     Printed for John Ebers, 23, Old Bond-Street, 1811","3 vols (I vi, 254p; II 252p; III 250p). 12&deg;",BRu ENC; EN2 1811: 34; xNSTC; OCLC 12405713,,
910,GARSIDE1800-1829,20100817,1811A041,Amatonda,Christian Leberecht HEYNE,1811,?,Male,Henry Crabb ROBINSON,"AMATONDA. A TALE, FROM THE GERMAN OF ANTON WALL","London:                     Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1811","1 vol.  (xxiii, 288p). 12&deg;",Corvey; CME 3-628-51023-6; ECB 620; EN2 1811: 41; NSTC A1463; OCLC 23099779,"Trans. of <i>Persische M&auml;rchen: Amathonte</i> (Altenburg, 1799). Anton Wall was the pseudonym for Christian Leberecht Heyne. Drop-head sub-title reads: 'A Persian Tale'. Text proper ends on p. 274, followed by 'Note referred to in Page 260', pp. 275&ndash;88",
911,GARSIDE1800-1829,20100817,1811A042,"Inhabitants of Earth, The",Anthony Frederick HOLSTEIN,1811,?,Male,,"THE INHABITANTS OF EARTH; OR, THE FOLLIES OF WOMAN. A NOVEL. IN THREE VOLUMES. BY ANTHONY FREDERICK HOLSTEIN, AUTHOR OF SIR OWEN GLENDOWR; LOVE, MYSTERY, & MISERY; THE ASSASSIN OF ST. GLENROY; THE MISERIES OF AN HEIRESS, &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, and Co.) Leadenhall Street, 1811","3 vols (I iv, 233p; II 235p; III 303p). 12&deg;",Corvey; CME 3-628-47735-2; ECB 278; EN2 1811: 42; NSTC H2275; xOCLC,"Preface dated London, Mar 1811",
912,GARSIDE1800-1829,20100817,1811A043,Isadora of Milan,Anthony Frederick HOLSTEIN,1811,?,Male,,ISADORA OF MILAN. IN FIVE VOLUMES,"London:                     Printed for Henry Colburn, English and Foreign Public Library, Conduit Street, New Bond Street, 1811",5 vols (I 202p; II 204p; III 211p; IV 202p; V 212p). 12&deg;,Corvey; CME 3-628-47873-1; ECB 301; EN2 1811: 43; NSTC H2276; OCLC 13288288,"A (fictional) 'Addenda, by the Editor', vol. 5, pp. 210&ndash;12, signed 'Willoughby Clive', states that 'The foregoing Narrative was written by Walter, Lord St. Aubin'. ECB lists under title only; this work is however attributed to Holstein in the title of <a href=""titleDetails.asp?title=1813A033""><i>L'Intriguante</i></a> (EN2 1813: 33). OCLC 13288294 describes variant issue, with the caption title: 'Errors of human nature'",
917,GARSIDE1800-1829,20100817,1811A048,Family Quarrels,August Heinrich Julius LAFONTAINE,1811,?,Male,,"FAMILY QUARRELS. A NOVEL. IN THREE VOLUMES. BY AUGUSTUS LAFONTAINE, AUTHOR OF ""LOBENSTEIN VILLAGE,""&#8212;""THE RAKE AND THE MISANTHROPE.""&#8212;""BARON DE FLEMING,""&#8212;""HERMANN AND EMILIA,""&#8212;""RODOLPHUS OF WERDENBURGH,"" ""SAINT JULIEN,"" &C. &C","London:                     Printed and published by John Dean No. 7, Wardour Street, Soho: sold by all Booksellers, 1811",3 vols (I 211p; II 216p; III 196p). 12&deg;,BL 1152.b.1; EN2 1811: 48; NSTC L150; xOCLC,"Trans. of <i>Das Haus Barburg, oder der Familienzwist</i> (Berlin, 1805). 'The Translator's Preface', vol. 1, pp. [5]&ndash;13, points to the greater challenge presented by translation from the German rather than French: 'The German novels are usually more difficult to translate, and contain many more intricate passges than those of the French school' (p. [5]). The present title, however, more closely matches <i>Les querelles de famille</i> (Paris, 1809), itself from the German",
920,GARSIDE1800-1829,20100817,1811A051,Rudolph and Adelaide,M. A. MARCHANT,1811,?,Male,,"RUDOLPH AND ADELAIDE; OR, THE FORT OF ST. FERNANDOS. BY M. A. MARCHANT","London:                     Sherwood, 1811",3 vols. 8&deg;,No copy located; EN2 1811: 51; xNSTC; xOCLC,Publisher from Block and Summers; format from Summers,
927,GARSIDE1800-1829,20100817,1811A058,"Life and Adventures of Paul Plaintive, Esq., The",William MUDFORD,1811,?,Male,,"THE LIFE AND ADVENTURES OF PAUL PLAINTIVE, ESQ. AN AUTHOR. COMPILED FROM ORIGINAL DOCUMENTS, AND INTERSPERSED WITH SPECIMENS OF HIS GENIUS, IN PROSE AND POETRY. BY MARTIN GRIBALDUS SWAMMERDAM, (HIS NEPHEW AND EXECUTOR)","London:                     Printed by W. Flint, Old Bailey; for Sherwood, Neely, and Jones, Paternoster-Row, 1811","2 vols (I xxii, 237p; II 264p). 12&deg;",BL 1152.b.7; EN2 1811: 58; NSTC M3541; OCLC 49430197,"Dedication to William Mudford', signed M. G. Swammerdam, 20 Aug 1811. This is followed by a separate Preface dated 17 Aug 1811, signed M. G. S",
928,GARSIDE1800-1829,20100817,1811A059,Think's-I-to-Myself,Edward NARES,1811,?,Male,,"THINK'S-I-TO-MYSELF. A SERIO-LUDICRO, TRAGICO-COMICO TALE, WRITTEN BY THINK'S-I-TO-MYSELF WHO? IN TWO VOLUMES","London:                     Printed by Law and Gilbert, St. John's Square, Clerkenwell: and sold by Sherwood, Neely, and Jones, 20, Paternoster Row; Hatchard, Piccadilly; and Asperne, Cornhill, 1811",2 vols (I 226p; II 206p). 12&deg;,BL 12612.d.18; EN2 1811: 59; NSTC N290; OCLC 3850418,,"2nd edn 1811 (NSTC); 3rd edn 1811 (NSTC); 5th edn 1811 (NSTC); 6th edn 1812 (NSTC); 7th edn 1812 (OCLC); [at least 2 more edns to 1850]; Boston 1812 (OCLC) [also New York 1812 (OCLC); Wilmington, DE, 1812 (OCLC)]; German trans., 1827"
938,GARSIDE1800-1829,20100817,1811A069,"Sea-Devil, The",Edward H. ROSE,1811,?,Male,,"THE SEA-DEVIL, OR, SON OF A BELLOWS-MENDER. A TRAGI-COMIC ROMANCE OF THE PRESENT DAY. IN TWO VOLUMES. BY EDWARD ROSE, SEAMAN","Plymouth-Dock:                     Printed and published by J. Roach; and may be had of the principal Booksellers in Town and Country, 1811","2 vols (I xi, 188p; II 188p). 12&deg;",BL 12613.f.17; ECB 502; EN2 1811: 69; NSTC R1657; OCLC 25262070,Summers notes (p. 497): 'Vol. 1 was written by Edward H. Rose who died before the work was completed. Vol. 2 was written by Mr. Wild',"2nd edn 1818 (Corvey), CME 3-628-48549-5"
945,GARSIDE1800-1829,20100817,1811A076,All Sorts of Lovers,Henry SUMMERSETT,1811,?,Male,,"ALL SORTS OF LOVERS; OR, INDISCRETION, TRUTH, AND PERFIDY. A NOVEL. IN THREE VOLUMES. BY HENRY SUMMERSETT, AUTHOR OF THE FATE OF SEDLEY, LEOPOLD WARNDORFF, &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, & Co.) Leadenhall-Street, 1811",3 vols (I 234p; II 236p; III 278p). 12&deg;,Corvey; CME 3-628-48733-1; ECB 569; EN2 1811: 76; xNSTC; xOCLC,"Blakey (copy not seen by her) and ECB date 1805, but no further evidence for an earlier edn discovered",
947,GARSIDE1800-1829,20100817,1811A078,Santos de Montenos,William TICKEN,1811,?,Male,,"SANTOS DE MONTENOS; OR, ANNALS OF A PATRIOT FAMILY. FOUNDED ON RECENT FACTS. IN THREE VOLS. BY WILLIAM TICKEN, ESQ","London:                     Printed for N. L. Pannier, Bookseller to His R.H. The Duke of Kent, at the English, Foreign and Classical Library, 15, Leicester-Place, Leicester-Square, and sold by J. M. Richardson, 23, Corn-Hill, and all Booksellers, 1811","3 vols (I vii, 222p; II 205p; III 186p). 8&deg;",Corvey; CME 3-628-48960-1; ECB 590; EN2 1811: 78; NSTC T1112; OCLC 42244301,"Dedication to the recently-deceased Duke of Alburquerque [sic], 'by the Publisher', dated 17 May 1811",
870,GARSIDE1800-1829,20100817,1811A001,Edwy and Elgiva,John AGG,1811,?|histrom,Male,,"EDWY AND ELGIVA, AN HISTORICAL ROMANCE OF THE TENTH CENTURY. IN FOUR VOLUMES. BY JOHN AGG, AUTHOR OF ""MAC DERMOT,"" &C. &C","London:                     Printed for C. Chapple, 66, Pall-Mall, 1811",4 vols (I 221p; II 216p; III 208p; IV 199p). 12&deg;,Corvey; CME 3-628-47025-0; ECB 181; EN2 1811: 14; NSTC A587; xOCLC,,
888,GARSIDE1800-1829,20100817,1811A019,Elnathan,Antoine BARTHES DE MARMORI&#200;RES,1811,?|histrom,Male,,"ELNATHAN; OR, THE AGES OF MAN. AN HISTORICAL ROMANCE. BY A PHILOSOPHER","London:                     A. K. Newman, 1811",3 vols. 12&deg;,No copy located; ECB 185; EN2 1811: 17; xNSTC; xOCLC,"Trans. of <i>Elnathan; ou les ޽ges de l'homme, traduit du chald޸en</i> (Paris, 1802). Listed in Blakey, but copy not seen by her",
902,GARSIDE1800-1829,20100817,1811A033,"Shipwreck, The",Theodore EDGEWORTH,1811,?|ir,Male,,"THE SHIPWRECK; OR, MEMOIRS OF AN IRISH OFFICER AND HIS FAMILY. IN THREE VOLUMES. BY THEODORE EDGEWORTH, ESQ","London:                     Printed for Thomas Tegg, No. 111, Cheapside, and sold by all other Booksellers, 1811",3 vols (I 216p; II 216p; III 192p). 12&deg;,Corvey; CME 3-628-47518-X; ECB 178; EN2 1811: 32; NSTC E264; OCLC 41318864,CR and MR both suspect that the author name represents an opportunistic pseudonym (click on Reviews link below),
949,GARSIDE1800-1829,20100817,1811A080,"Irish Valet, The",Charles Henry WILSON,1811,?|ir,Male,,"THE IRISH VALET; OR, WHIMSICAL ADVENTURES OF PADDY O'HALORAN: WHO, AFTER BEING SERVANT TO SEVERAL MASTERS, BECAME MASTER OF MANY SERVANTS. BY THE LATE C. H. WILSON, ESQ. OF THE MIDDLE TEMPLE. AUTHOR OF POLYANTHEA, BROOKIANA, BEAUTIES OF BURKE, WANDERING ISLANDER, &C. &C. TO WHICH IS PREFIXED, THE LIFE OF THE AUTHOR","London:                     Printed and published by M. Allen, No. 15, Paternoster-Row, 1811","1 vol.  (xxiv, 192p). 12&deg;",D Ir.8237.g.W1; EN2 1811: 80; NSTC W2254; OCLC 32675753,"Dedication 'to the Right Honorable Earl Moira', signed 'the Editor'",
916,GARSIDE1800-1829,20100817,1811A047,Rhydisel,Anthony Gregory JOHNSTONE,1811,?|potgoth,Male,,RHYDISEL. THE DEVIL IN OXFORD. IN TWO VOLUMES,"London:                     Printed for the Author; and sold by Sherwood, Neely, and Jones, Paternoster-Row, 1811","2 vols (I xii, 256p; II iv, 318p). 12&deg;","O G.A.Oxon.8<sup>o</sup> 88,89; ECB 491; EN2 1811: 47; NSTC J844; OCLC 5523818","ECB dates c. 1830, probably in error. Author attribution from the Bodleian catalogue, which is repeated in NSTC; Wolff (Item 7556) and OCLC treat as anonymous",
885,GARSIDE1800-1829,20100817,1811A016,"Spirit of ""The Book"", The",Thomas ASHE,1811,?|romance,Male,,"THE SPIRIT OF ""THE BOOK;"" OR, MEMOIRS OF CAROLINE, PRINCESS OF HASBURGH, A POLITICAL AND AMATORY ROMANCE. IN THREE VOLUMES. EDITED BY THOMAS ASHE, ESQ","London:                     Printed and published by Allen & Co. No. 15, Paternoster-Row, 1811","3 vols (I x, 230p; II 250p; III 272p). 12&deg;",BL G.5114-16; ECB 28; EN2 1811: 15; NSTC C717; OCLC 2639493,,"2nd edn 1811 (NSTC); 3rd edn 1811 (NSTC); 4th edn 1812 (NSTC); abridgement 1812 (NSTC); Philadelphia (from 3rd London edn) 1812 (OCLC); French trans., 1813; German trans., 1813"
893,GARSIDE1800-1829,20100817,1811A024,"Old Family Legend, An",James Norris BREWER,1811,?|romance,Male,,"AN OLD FAMILY LEGEND; OR, ONE HUSBAND AND TWO MARRIAGES. A ROMANCE. IN FOUR VOLUMES. BY JAMES NORRIS BREWER, AUTHOR OF A WINTER'S TALE, SECRETS MADE PUBLIC, A DESCRIPTIVE AND HISTORICAL ACCOUNT OF SPLENDID PALACES, &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. (Successors to Lane, Newman, & Co.) Leadenhall-Street, 1811","4 vols (I iv, 200p; II 234p; III 232p; IV 244p). 12&deg;",Corvey; CME 3-628-47197-4; ECB 73; EN2 1811: 23; NSTC B4249; xOCLC,"Dedication to Richard Cumberland, Esq., signed J. Norris Brewer, Hurst, Berks",
900,GARSIDE1800-1829,20100817,1811A031,Despotism,Isaac D'ISRAELI,1811,?|romance,Male,,"DESPOTISM: OR THE FALL OF THE JESUITS. A POLITICAL ROMANCE, ILLUSTRATED BY HISTORICAL ANECDOTES","London:                     Printed for John Murray, Fleet-Street; and W. Blackwood, Edinburgh, 1811","2 vols (I xvi, 230p; II [231]&#8211;478p). 8&deg;",BL 12613.d.19; ECB 160; EN2 1811: 30; NSTC D936; OCLC 16921143,"Preface', vol. 1, pp. [iii]&ndash;xi, provides 'An historical introduction to a fictitious Narrative'. Novel proper ends vol. 2, p. 312, followed by notes, pp. 313&ndash;474, and an 'Index to the Notes which particularly relate to the Jesuits', pp. [475]&ndash;478",
903,GARSIDE1800-1829,20100817,1811A034,Fatal Ambition,A. V. FORSTER,1811,?|romance,Male,,"FATAL AMBITION, OR, THE MYSTERIES OF THE CAVERNS. A ROMANCE OF THE THIRTEENTH CENTURY. IN THREE VOLUMES. BY A. V. FORSTER, ESQ. ROYAL WEST MIDDLESEX MILITIA","London:                     Printed for Thomas Tegg. No. 111, Cheapside, and sold by all other Booksellers, 1811",3 vols (I 214p; II 192p; III 176p). 12&deg;,MH-H 18485.20; ECB 211; EN2 1811: 33; xNSTC; xOCLC,"Opp. t.p. of all 3 vols advs for 'New Popular Novels just Published, by Thomas Tegg', viz. 'The Shipwreck', 'The Lady of the Lake', and ('in the press') 'The Hottentot Venus; or, Love in Africa, A Romance'&mdash;no copy of this last work has been discovered",
918,GARSIDE1800-1829,20100817,1811A049,"Empire of the Nairs, The",James Henry LAWRENCE,1811,?|romance,Male,,"THE EMPIRE OF THE NAIRS; OR, THE RIGHTS OF WOMEN. AN UTOPIAN ROMANCE, IN TWELVE BOOKS. BY JAMES LAWRENCE, AUTHOR OF ""THE BOSOM FRIEND,"" ""LOVE, AN ALLEGORY,"" ETC. IN FOUR VOLUMES","London:                     Printed for T. Hookham, jun. and E. T. Hookham, No. 15, Old Bond Street, 1811","5 vols (I viii, xliii, 216p; II 242p; III 254p; IV 262p, v). 12&deg;",BL 1459.b.5&ndash;6; EN2 1811: 49; NSTC L772; OCLC 22291947,"Vol. 1 includes 'An Essay on the Nair System of Gallantry and Inheritance'. 'Advertisement', vol. 1, pp. [v]&ndash;viii, states that this Essay had been previously published, with the encouragement of Wieland, in the <i>German Mercury</i> in 1793, and that the novel was similarly published, with the encouragement of Schiller, in the <i>Journal der Romane</i> for 1801, 'under the title of ""<i>Das Paradies der Liebe</i>""', subsequently appearing again under the title <i>Das Reich der Nairen</i>. The same Advertisement also describes a French translation by the present author, published under the title of <i>L'Empire des Nairs</i> in 1803. It continues by explaining that this English translation has been issued as an attempt to forestall another by 'a man of letters' who 'has already delivered his manuscript to a bookseller'","2nd edn 1811 (OCLC); 1813 (NUC); 1824 (OCLC); French trans., 1814"
